,,clean,smell,noise,town,district,longitude,latitude,transformed_longitude,transformed_latitude
214,新华里居委会,2,0.0,0.0,大桥街道,杨浦区,121.530219041975,31.2629813249282,-2853684.774883743,4651281.980388777
215,新南社区居委会,1,0.0,1.0,西渡街道,奉贤区,121.441535245655,30.9934202309589,-2854541.1755903605,4668874.973949869
216,新城尚景居委会,2,0.0,0.0,淞南镇,宝山区,121.477997735507,31.3440198496364,-2847006.545463093,4649899.581422496
217,新宜居委会,2,0.0,1.0,甘泉路街道,普陀区,121.433434108597,31.2673962029724,-2845691.2004252104,4655879.065663523
218,新宝社区居委会,1,0.0,0.0,嘉定工业区,嘉定区,121.191829968378,31.4041773341167,-2821948.423280216,4661090.530172811
219,新成居委会,4,0.0,0.0,南京西路街道,静安区,121.460286307267,31.2309321060319,-2848967.507254262,4656333.899464808
220,新曹杨居委会,2,0.0,0.0,长征镇,普陀区,121.388985967228,31.2375225915943,-2842973.4924108665,4659552.172393291
221,新桥居委会,3,0.0,0.0,南京东路街道,黄浦区,121.460605005416,31.2418957069214,-2848664.4144914458,4655780.355532686
222,新桥居委会,3,0.0,0.0,天目西路街道,静安区,121.452173394486,31.2415690686576,-2847989.0427593146,4656215.536283234
223,新桥居委会,3,0.0,0.0,张庙街道,宝山区,121.448258999952,31.3412723542357,-2844675.353794469,4651511.841469158
224,新桥居委会,3,0.0,0.0,罗店镇,宝山区,121.340530951342,31.4122762480504,-2833792.5354320076,4653351.290910333
225,新桥居委会,3,0.0,0.0,南码头路街道,浦东新区,121.503794218228,31.191124067122,-2853697.643662228,4656119.179864268
226,新桥居委会,2,0.0,1.0,南京东路街道,黄浦区,121.460605005416,31.2418957069214,-2848664.4144914458,4655780.355532686
227,新桥居委会,2,0.0,1.0,天目西路街道,静安区,121.452173394486,31.2415690686576,-2847989.0427593146,4656215.536283234
228,新桥居委会,2,0.0,1.0,张庙街道,宝山区,121.448258999952,31.3412723542357,-2844675.353794469,4651511.841469158
229,新桥居委会,2,0.0,1.0,罗店镇,宝山区,121.340530951342,31.4122762480504,-2833792.5354320076,4653351.290910333
230,新桥居委会,2,0.0,1.0,南码头路街道,浦东新区,121.503794218228,31.191124067122,-2853697.643662228,4656119.179864268
231,新梅绿岛苑居委会,3,0.0,0.0,庙行镇,宝山区,121.42567355469,31.3364438995663,-2842986.726981335,4652870.41970899
232,新民居委会,4,0.0,,横沙乡,崇明区,121.839592837839,31.3398847704658,-2876421.092874906,4632042.162063806
233,新泾二村居委会,3,0.0,0.0,北新泾街道,长宁区,121.369467594154,31.217472588789,-2841985.9404148664,4661504.419728725
234,新泾五村居委会,3,0.0,0.0,北新泾街道,长宁区,121.361698883396,31.2206023778974,-2841260.257188178,4661736.139086405
235,新泾八村居委会,2,0.0,0.0,北新泾街道,长宁区,121.35832112422,31.2188030692063,-2841039.2383523136,4661991.9303715825
236,新灵居委会,2,0.0,0.0,甘泉路街道,普陀区,121.422301700463,31.2684750638731,-2844754.154286013,4656378.90617189
237,新理想居委会,3,0.0,1.0,共和新路街道,静安区,121.450147218319,31.2674345212861,-2847048.043108366,4655046.901734812
238,新码居委会,3,0.0,0.0,小东门街道,黄浦区,121.50050746055,31.2222787726473,-2852495.4007047233,4654756.892458891
239,方舟园居委会,3,0.0,1.0,岳阳街道,松江区,121.234975414783,31.0202673583519,-2836895.5637484114,4677824.586132866
240,施镇居委会,3,0.0,1.0,祝桥镇,浦东新区,121.74454939304,31.1532084697951,-2874382.097934436,4645937.3738734145
241,昌里花园居委会,2,,0.0,周家渡街道,浦东新区,121.500480184113,31.179985113722,-2853762.4674900193,4656829.49265401
242,昌里路七居委会,3,0.0,0.0,周家渡街道,浦东新区,121.509417025175,31.1769740899823,-2854579.1205265378,4656531.661466549
243,明丰花苑居委会,3,0.0,0.0,三林镇,浦东新区,121.528102235729,31.1531680398732,-2856811.8121048645,4656764.77127331
244,春申居委会,1,0.0,1.0,新桥镇,松江区,121.350720170299,31.0753533652656,-2844700.7477413407,4669394.135657568
245,昭通路居委会,3,0.0,1.0,外滩街道,黄浦区,121.480756708955,31.235985645721,-2850479.2018628544,4655067.964455483
246,晋阳居委会,2,0.0,0.0,提篮桥街道,虹口区,121.507830564429,31.25484361604,-2852111.7385359304,4652795.872769123
247,晨星居委会,3,0.0,0.0,新桥镇,松江区,121.309775162593,31.0497091098875,-2842125.5091753155,4672679.20868654
248,景德路居委会,3,0.0,0.0,岳阳街道,松江区,121.234724339356,31.0097703895918,-2837186.016318118,4678349.757623498
249,曙光第二社区居委会,4,0.0,0.0,南桥镇,奉贤区,121.469441863451,30.9217674187314,-2858948.176095967,4670969.490718664
250,曹杨花苑居委会,3,0.0,0.0,真如镇街道,普陀区,121.399369632202,31.2564660865407,-2843250.2606130894,4658106.9131362345
251,曹王社区居委会,3,0.0,1.0,徐行镇,嘉定区,121.300650320056,31.4332682196526,-2829922.4692357713,4654285.783498198
252,望族新苑居委会,2,0.0,0.0,梅陇镇,闵行区,121.394693391386,31.1407979082968,-2846330.699120284,4664009.543426441
253,未来街区居委会,3,0.0,0.0,长征镇,普陀区,121.360039545188,31.2378808581151,-2840608.35530294,4660970.287119827
254,朱行第二居委会,3,,0.0,梅陇镇,闵行区,121.420168914164,31.1256343619363,-2848857.3253278155,4663485.290113439
255,朱龙居委会,2,0.0,1.0,九亭镇,松江区,121.307939840551,31.1222499360857,-2839817.9726497997,4669222.301370209
256,李园二村社区居委会,3,1.0,0.0,嘉定镇街道,嘉定区,121.247717585098,31.390366936485,-2826907.429343158,4659017.726820185
257,杨东居委会,2,,0.0,三林镇,浦东新区,121.496315093666,31.1679742352228,-2853784.0682102735,4657624.70399518
258,松沪居委会,2,1.0,0.0,九亭镇,松江区,121.323049923115,31.1527351718906,-2840140.652993292,4666980.203287636
259,松花新村居委会,3,,0.0,长白新村街道,杨浦区,121.537779925703,31.2965920636728,-2853286.4743596413,4649256.255340776
260,果育居委会,2,0.0,0.0,豫园街道,黄浦区,121.48645308674,31.2250363251663,-2851270.7475201734,4655321.301867956
261,柘林镇居委会,2,0.0,1.0,柘林镇,奉贤区,121.470372366791,30.830913116747,-2861722.662043054,4675331.936509493
262,柳营新村第二居委会,2,0.0,0.0,共和新路街道,静安区,121.45735444725,31.2697782255846,-2847563.190130421,4654573.679820712
263,柳营桥居委会,2,0.0,0.0,共和新路街道,静安区,121.454197480629,31.2669203923622,-2847392.5419323975,4654870.87011962
264,柿子湾居委会,3,0.0,0.0,徐家汇街道,徐汇区,121.423356142971,31.1902461453433,-2847184.3463440877,4660163.939332408
265,桃园社区居委会,3,0.0,0.0,嘉定镇街道,嘉定区,121.241447055837,31.3916518842271,-2826359.0347855324,4659263.63147494
266,桃园社区居委会,3,0.0,0.0,嘉定镇街道,嘉定区,121.241447055837,31.3916518842271,-2826359.0347855324,4659263.63147494
267,桑城居委会,3,0.0,1.0,五里桥街道,黄浦区,121.477681038349,31.2069590518188,-2851100.3807200557,4656643.673376697
268,梅陇第三居委会,2,0.0,0.0,梅陇镇,闵行区,121.408612666341,31.1379846157974,-2847547.7349708457,4663455.589714869
269,梓树园居委会,3,0.0,0.0,漕河泾街道,徐汇区,121.425737286047,31.1638998530958,-2848166.4641880128,4661335.993712261
270,梦湖苑居委会,2,0.0,0.0,凉城新村街道,虹口区,121.45846668379,31.2861395259184,-2847162.019503651,4653714.9980326155
271,梧州居委会,3,0.0,0.0,嘉兴路街道,虹口区,121.488322299734,31.2584121385094,-2850420.14266499,4653591.635401898
272,欧三居委会,2,0.0,0.0,欧阳路街道,虹口区,121.482185140831,31.2705862367654,-2849555.82429815,4653299.51581583
273,欧四居委会,2,0.0,0.0,欧阳路街道,虹口区,121.484418824769,31.2735925894265,-2849646.8633980495,4653040.864288845
274,民乐社区居委会,4,0.0,1.0,嘉定工业区,嘉定区,121.249384334619,31.3722144402442,-2827586.6576607614,4659831.496724051
275,民乐社区居委会,4,0.0,1.0,盈浦街道,青浦区,121.089975787752,31.1629426938503,-2820829.975200191,4677993.552890159
276,民星路六百弄居委会,2,,0.0,殷行街道,杨浦区,121.529965452044,31.315093638061,-2852094.9382840823,4648736.830931719
277,民治路居委会,2,0.0,0.0,长白新村街道,杨浦区,121.547859914803,31.3008015419576,-2853977.509925899,4648547.579672432
278,水岸社区居委会,2,0.0,0.0,西渡街道,奉贤区,121.428741469543,30.9865193875597,-2853703.988280552,4669848.399904245
279,水清一村居委会,2,0.0,1.0,莘庄镇,闵行区,121.375115956236,31.1154761668916,-2845492.502566782,4666220.947137211
280,永乐居委会,3,0.0,0.0,江宁路街道,静安区,121.437756732387,31.2376073167243,-2846936.1805560268,4657126.359537219
281,永乐居委会,3,0.0,0.0,共和新路街道,静安区,121.441064312068,31.268430402641,-2846280.163773174,4655449.279577326
282,永泰路第一居委会,3,0.0,0.0,三林镇,浦东新区,121.535757546473,31.159006323483,-2857258.817844074,4656097.593468348
283,永美居委会,3,0.0,0.0,四川北路街道,虹口区,121.480142927054,31.2619176355904,-2849650.4579608585,4653826.50014315
284,汇佳苑居委会,3,0.0,0.0,沪东新村街道,浦东新区,121.575667476772,31.2824489735413,-2856786.677415237,4648062.309399446
285,汇成三村居委会,2,0.0,1.0,长桥街道,徐汇区,121.429095702604,31.1461600944128,-2848970.284001801,4662037.307322702
286,汇腾社区居委会,2,0.0,0.0,周浦镇,浦东新区,121.582565223806,31.0940620975877,-2863011.0375454086,4656932.647213093
287,江中居委会,3,0.0,0.0,方松街道,松江区,121.221493510716,31.0323458559765,-2835436.993795939,4677901.71930546
288,江安社区居委会,2,0.0,0.0,江桥镇,嘉定区,121.337258533354,31.2557442591902,-2838220.598399028,4661221.849510569
289,江浦居委会,3,,0.0,平凉路街道,杨浦区,121.526458676127,31.2582470454648,-2853521.932951763,4651701.446078278
290,江海第二居委会,2,1.0,0.0,南桥镇,奉贤区,121.449386069011,30.9075720564053,-2857734.8401984903,4672659.735812696
291,汪家井居委会,2,0.0,0.0,甘泉路街道,普陀区,121.429311199951,31.2603296657815,-2845568.1934383838,4656430.785894655
292,沈家滩居委会,1,0.0,0.0,定海路街道,杨浦区,121.55128878335,31.2691663781258,-2855208.7884467384,4649928.9576924145
293,沙家浜居委会,3,,0.0,华泾镇,徐汇区,121.459094907903,31.1173162265626,-2852273.74484812,4661955.340377297
294,沪东新村一居委会,2,0.0,0.0,沪东新村街道,浦东新区,121.579304787485,31.2717919425441,-2857402.9980994863,4648403.555134015
295,沪东新村二居委会,2,0.0,0.0,沪东新村街道,浦东新区,121.575916377638,31.2718783772853,-2857125.4866884626,4648568.292498627
296,沪南居委会,3,,0.0,沪东新村街道,浦东新区,121.574442512911,31.2708044149918,-2857038.271363855,4648694.447304431
297,河南居委会,2,0.0,0.0,虹桥镇,闵行区,121.38794830517,31.176478103082,-2844715.5572253503,4662597.285198829
298,泗塘五村一居委会,2,0.0,0.0,张庙街道,宝山区,121.456767705265,31.3370497953118,-2845493.1668218398,4651297.056169781
299,泗塘六村居委会,2,,0.0,张庙街道,宝山区,121.453109536575,31.3346311262255,-2845268.961142957,4651597.694522765
300,泾泰居委会,2,0.0,1.0,长征镇,普陀区,121.361206873298,31.241928113092,-2840582.1993729062,4660713.689057457
301,洛善居委会,3,0.0,0.0,共和新路街道,静安区,121.447726309021,31.2682404577309,-2846827.154207767,4655127.625860185
302,济中村居委会,3,,0.0,上钢新村街道,浦东新区,121.472828087046,31.1694185149525,-2851831.2792076287,4658723.46682094
303,济阳一村居委会,2,0.0,0.0,上钢新村街道,浦东新区,121.473393775002,31.1659252072825,-2851981.9310294157,4658866.271082328
304,浣纱六村居委会,3,,1.0,五角场镇,杨浦区,121.52996719493,31.3001058273221,-2852546.647248405,4649472.771066705
305,浦兴路一居委会,3,,0.0,浦兴路街道,浦东新区,121.584528960043,31.2700522831863,-2857879.263005532,4648228.292133891
306,浦航新城第五居委会,3,0.0,0.0,浦江镇,闵行区,121.53109654377,31.0504155426432,-2860132.6976434495,4661631.417082852
308,海棠苑居委会,3,0.0,0.0,真如镇街道,普陀区,121.388639087923,31.2505003267287,-2842556.5644930513,4658932.27773308
309,海棠苑居委会,3,0.0,0.0,桃浦镇,普陀区,121.347699290889,31.2856322525265,-2838175.078196961,4659235.534482061
310,海阳路居委会,2,0.0,0.0,三林镇,浦东新区,121.490766096777,31.1562501442288,-2853684.330703514,4658474.639032931
311,海高新村居委会,1,0.0,0.0,高桥镇,浦东新区,121.574844446913,31.3568227745514,-2854475.463333886,4644451.458411984
312,海高新村居委会,3,0.0,0.0,高桥镇,浦东新区,121.574844446913,31.3568227745514,-2854475.463333886,4644451.458411984
313,润峰苑居委会,3,0.0,0.0,方松街道,松江区,121.182533502818,31.0221905900237,-2832555.941387667,4680325.179569111
314,淞南九村一居委会,2,0.0,1.0,淞南镇,宝山区,121.46930527172,31.3425595295986,-2846345.033842635,4650403.287644014
315,淞南五村一居委会,3,0.0,1.0,淞南镇,宝山区,121.477428365726,31.3414919174181,-2847036.464813393,4650052.2113536
316,漕宝路第二居委会,2,1.0,0.0,七宝镇,闵行区,121.364710504286,31.1587360142556,-2843354.17051163,4664619.945576234
317,潘东居委会,2,0.0,0.0,华阳路街道,长宁区,121.419703628319,31.2151483395243,-2846141.6044550156,4659124.793416149
318,潼港一村居委会,3,0.0,0.0,高桥镇,浦东新区,121.572080012782,31.3446845331647,-2854617.979048418,4645185.73904193
319,瀛兴居委会,4,0.0,,竖新镇,崇明区,121.592313500667,31.6145890791227,-2848071.4436728014,4630865.97276287
320,灵山路三居委会,3,0.0,0.0,金杨新村街道,浦东新区,121.573350620834,31.2527470409432,-2857493.681456253,4649634.077113348
321,牛车泾居委会,2,0.0,1.0,九亭镇,松江区,121.325532968371,31.1219509807531,-2841260.467649985,4668364.726851702
322,牡丹第二居委会,3,0.0,0.0,花木街道,浦东新区,121.547792739943,31.2171633407156,-2856489.73414851,4652651.71470324
323,牡丹第四居委会,3,0.0,0.0,花木街道,浦东新区,121.539261535391,31.2088592680408,-2856046.509894156,4653483.633094386
324,玉三居委会,3,0.0,0.0,曲阳路街道,虹口区,121.489141469703,31.2797424359646,-2849845.475680354,4652504.093170067
325,玉兰居委会,3,0.0,0.0,川沙新镇,浦东新区,121.680028795492,31.2013544030833,-2867697.206618956,4646819.581086539
326,瓶安路居委会,3,0.0,0.0,莘庄工业区,闵行区,121.396052462151,31.0562047574436,-2848964.9849085445,4668077.0777211
327,申莘新村第一居委会,3,0.0,0.0,莘庄工业区,闵行区,121.38552142887,31.084233099378,-2847271.7127793855,4667231.544661925
328,申莘新村第三居委会,3,0.0,0.0,莘庄工业区,闵行区,121.374912898311,31.0924369138325,-2846162.9854808827,4667357.660276017
329,申莘新村第二居委会,3,0.0,1.0,莘庄工业区,闵行区,121.378811400925,31.082132393695,-2846787.7152914605,4667667.621584834
330,电机新村第二居委会,2,0.0,0.0,江川路街道,闵行区,121.40159250449,31.0069610658006,-2850882.788687882,4670203.866883841
331,界泾港社区居委会,2,0.0,0.0,夏阳街道,青浦区,121.117752807845,31.1539542901584,-2823364.0132565727,4677066.896928403
332,番禺居委会,3,0.0,0.0,徐家汇街道,徐汇区,121.42265234343,31.2000682808265,-2846833.033115868,4659717.577826578
333,番禺居委会,3,0.0,0.0,新华路街道,长宁区,121.423473587236,31.2058928812515,-2846725.393497944,4659391.275100045
334,白渡居委会,2,0.0,0.0,小东门街道,黄浦区,121.495701024882,31.221563299007,-2852126.3940461506,4655031.228277814
335,盛达家园居委会,2,0.0,0.0,淞南镇,宝山区,121.460636124657,31.3368873948374,-2845812.087800903,4651112.915286215
336,真光新村第八居委会,3,0.0,0.0,真如镇街道,普陀区,121.376851546162,31.2519254284158,-2841555.3354941066,4659446.9974859245
337,真北新村第三居委会,3,0.0,0.0,真如镇街道,普陀区,121.391829787214,31.259875633154,-2842535.075618513,4658313.585424143
338,真如西村居委会,3,0.0,0.0,真如镇街道,普陀区,121.39447074263,31.2483672832236,-2843094.6543053556,4658747.65958058
339,真西新村第二居委会,3,0.0,0.0,真如镇街道,普陀区,121.386647521266,31.2504619958244,-2842395.7693696124,4659032.962609354
340,瞿中居委会,2,0.0,0.0,五里桥街道,黄浦区,121.469408242296,31.201687651364,-2850586.06528722,4657313.553469131
341,瞿西居委会,4,0.0,0.0,五里桥街道,黄浦区,121.466756238709,31.1983983647927,-2850469.110354673,4657606.630087696
342,知音苑居委会,3,0.0,0.0,长寿路街道,普陀区,121.422274915954,31.2341052964223,-2845782.6517846636,4658067.276328221
343,石笋居委会,2,0.0,0.0,新场镇,浦东新区,121.63588449907,31.0243882075498,-2869433.9416168374,4657659.483073248
344,福地苑第一居委会,2,0.0,0.0,杨行镇,宝山区,121.445107825865,31.3967744720642,-2842748.3845850434,4648935.361647039
345,秋水云庐居委会,2,0.0,0.0,长寿路街道,普陀区,121.440301075434,31.2468691511904,-2846865.1750551304,4656545.51974671
346,科汇居委会,3,,0.0,徐家汇街道,徐汇区,121.438719467429,31.1970043068033,-2848231.4035951714,4659069.213074586
347,第一社区居委会,2,0.0,1.0,奉城镇,奉贤区,121.642099536564,30.919935171471,-2873065.643596354,4662421.878507821
348,第九社区居委会,4,0.0,0.0,奉浦街道,奉贤区,121.461949479285,30.9293419136984,-2858112.0895158257,4670975.175671816
349,第四社区居委会,4,0.0,0.0,奉浦街道,奉贤区,121.464948639168,30.9272309710325,-2858419.3755759564,4670928.160325939
350,第四社区居委会,4,0.0,0.0,奉城镇,奉贤区,121.63640729476,30.9094011335555,-2872917.149542519,4663218.138954611
351,红旗新村居委会,2,,0.0,江川路街道,闵行区,121.392388954186,31.0121391822775,-2849978.5045684907,4670409.280945991
352,红旗新村第七居委会,2,0.0,0.0,江川路街道,闵行区,121.396799623403,31.0174428764876,-2850180.1852362617,4669931.254146492
353,红春公寓居委会,3,0.0,0.0,虹桥镇,闵行区,121.381756553822,31.1882830737049,-2843858.779690184,4662326.134514579
354,红枫苑居委会,3,0.0,0.0,东明路街道,浦东新区,121.522588997684,31.141205938803,-2856722.366854667,4657624.408346121
355,红菱居委会,1,1.0,0.0,朱泾镇,金山区,121.156129964226,30.906708899696,-2833806.941651077,4687267.232074374
356,绿园居委会,3,0.0,0.0,彭浦镇,静安区,121.432446903901,31.2727770383297,-2845449.4852260686,4655663.862930048
357,绿地居委会,3,0.0,0.0,高行镇,浦东新区,121.609735548656,31.2925200935275,-2859245.9658234213,4645868.975918803
358,绿地居委会,3,0.0,0.0,漕泾镇,金山区,121.400061649725,30.8005748229697,-2856880.884473042,4680310.895634316
359,绿川新村四居委会,2,0.0,0.0,北蔡镇,浦东新区,121.542740575317,31.1726301864339,-2857417.3257589345,4655083.109610741
360,绿梅二村居委会,3,0.0,0.0,莘庄镇,闵行区,121.36603569669,31.1175151188277,-2844692.1548061534,4666572.09205686
361,绿波苑居委会,2,0.0,0.0,唐镇,浦东新区,121.660783946721,31.2104870022733,-2865860.8747897977,4647335.995167059
362,罗山五村居委会,2,0.0,0.0,金杨新村街道,浦东新区,121.551500067374,31.2520009381927,-2855742.7274207035,4650760.05752891
363,罗秀苑居委会,3,0.0,0.0,梅陇镇,闵行区,121.405713176521,31.1287127152197,-2847588.698265728,4664053.324066046
364,罗阳新村第五居委会,2,,0.0,梅陇镇,闵行区,121.404499088162,31.1222670205066,-2847682.3579985914,4664428.9580279915
365,罗阳新村第六居委会,3,0.0,0.0,梅陇镇,闵行区,121.399848013075,31.1252019858829,-2847216.0740817287,4664516.542356408
366,羽洋居委会,3,0.0,0.0,洋泾街道,浦东新区,121.549324419386,31.2391086332568,-2855954.0756723103,4651500.348310194
367,耀华路第三村居委会,3,,0.0,上钢新村街道,浦东新区,121.467694714539,31.177150065723,-2851182.243689102,4658600.492442967
368,胶东路一居委会,2,0.0,0.0,浦兴路街道,浦东新区,121.596342904101,31.2600710018753,-2859138.5544280508,4648128.135252155
369,航华三村第一居委会,3,0.0,0.0,七宝镇,闵行区,121.344081787744,31.168550777996,-2841381.620062195,4665162.425240588
370,航天新苑居委会,3,,0.0,虹梅路街道,徐汇区,121.390387641576,31.1737696193724,-2844995.0308875157,4662608.866875271
371,艺康苑居委会,1,0.0,1.0,彭浦新村街道,静安区,121.440844564525,31.3204542215851,-2844699.4531323733,4652903.927135491
372,芙蓉江路第一居委会,2,0.0,0.0,仙霞新村街道,长宁区,121.39197295209,31.2100072436394,-2844040.1581997774,4660753.905908565
373,芝巷居委会,2,0.0,0.0,长征镇,普陀区,121.385799277114,31.2394323550192,-2842657.1431991896,4659616.543906207
374,茂兴路居委会,2,0.0,0.0,塘桥街道,浦东新区,121.505756508356,31.2103320023201,-2853280.5739825964,4655080.838688549
375,茅台花苑居委会,2,,0.0,仙霞新村街道,长宁区,121.389234340192,31.2113364272343,-2843777.6062918645,4660824.650142175
376,莘松居委会,2,0.0,0.0,新桥镇,松江区,121.323093905359,31.0954404354278,-2841851.2028238247,4669782.94361567
377,莲溪一居委会,2,0.0,1.0,北蔡镇,浦东新区,121.557838602469,31.188224824616,-2858175.392181871,4653567.201616084
378,菊泉居委会,3,0.0,0.0,顾村镇,宝山区,121.369355967603,31.358504421342,-2837749.5381461615,4654576.157543039
379,蓝天居委会,3,0.0,0.0,五角场街道,杨浦区,121.511005990534,31.2991096887611,-2851037.8052623393,4650465.442631329
380,蓝天居委会,3,0.0,0.0,花木街道,浦东新区,121.568416056056,31.239335319969,-2857497.028638787,4650537.346492835
381,虬江居委会,3,0.0,0.0,五角场镇,杨浦区,121.549675649611,31.3112655577593,-2853809.3908434664,4647943.394194879
382,虹东居委会,3,,0.0,虹桥街道,长宁区,121.409403394351,31.1997615859285,-2845764.6343144225,4660390.782416896
383,虹二居委会,3,0.0,0.0,徐家汇街道,徐汇区,121.421306258876,31.1978573551328,-2846789.757408126,4659892.819091467
384,虹仙居委会,3,0.0,0.0,仙霞新村街道,长宁区,121.379974957278,31.2070149150063,-2843153.626996909,4661496.1214321945
385,虹仪居委会,3,0.0,0.0,欧阳路街道,虹口区,121.484281643083,31.2721365042962,-2849679.4921657913,4653119.156313011
386,虹华苑居委会,2,0.0,0.0,虹桥镇,闵行区,121.377224136184,31.1878707354461,-2843502.2812612993,4662571.297430067
387,虹南居委会,2,0.0,0.0,虹梅路街道,徐汇区,121.403402664401,31.1820388271302,-2845806.7767542494,4661557.377775386
388,虹南居委会,2,0.0,0.0,虹桥街道,长宁区,121.413602092462,31.1934427010198,-2846295.2882091682,4660491.9296539305
389,虹南居委会,2,0.0,0.0,北蔡镇,浦东新区,121.551489454474,31.1874386939406,-2857683.3142646034,4653922.360803751
390,虹叶居委会,3,0.0,0.0,嘉兴路街道,虹口区,121.499470893866,31.2646606856421,-2851137.7340575717,4652730.365444843
391,虹景居委会,3,,1.0,仙霞新村街道,长宁区,121.392467914662,31.2063002210783,-2844191.3533328883,4660911.126800926
392,虹桥居委会,2,0.0,0.0,虹桥街道,长宁区,121.406991489965,31.1997558788307,-2845568.6203213604,4660510.852425481
393,虹桥居委会,2,0.0,0.0,虹桥镇,闵行区,121.388636106671,31.1821196258201,-2844602.866338418,4662286.699166813
394,虹纺居委会,2,0.0,1.0,仙霞新村街道,长宁区,121.384202481359,31.2045261950279,-2843572.0160239628,4661408.376396631
395,西安居委会,3,0.0,0.0,提篮桥街道,虹口区,121.491387458164,31.2524056214223,-2850849.5916034356,4653733.787055001
396,西成居委会,4,0.0,0.0,淮海中路街道,黄浦区,121.47001245541,31.2192640230163,-2850108.0062733274,4656422.2133305585
397,西林塔居委会,2,0.0,0.0,岳阳街道,松江区,121.221728019732,31.0094402862402,-2836134.5333977956,4679009.31616322
398,西街居委会,2,0.0,0.0,漕河泾街道,徐汇区,121.422013246514,31.1667860392443,-2847777.1518974737,4661379.788807771
399,西街居委会,2,0.0,0.0,莘庄镇,闵行区,121.371974656705,31.1055823383542,-2845531.7290635468,4666860.866927045
400,西街居委会,2,0.0,0.0,大场镇,宝山区,121.411306443437,31.303954335724,-2842795.84038875,4655181.275933892
401,西街居委会,2,0.0,0.0,高桥镇,浦东新区,121.574903545861,31.3442102055366,-2854861.2145828814,4645068.364961304
402,西门北村居委会,3,,,城桥镇,崇明区,121.386934661305,31.627074796065,-2831075.640969369,4640425.586070463
403,西门南村居委会,3,,,城桥镇,崇明区,121.385619696891,31.6225298319861,-2831106.7588489857,4640716.141955646
404,观潮新村居委会,3,,,城桥镇,崇明区,121.38010711625,31.6251181213042,-2830581.8928460116,4640860.0389514575
405,解放居委会,2,0.0,0.0,张堰镇,金山区,121.279157750729,30.8035292568697,-2846911.188632643,4686185.630110521
406,谈家宅居委会,2,0.0,0.0,共和新路街道,静安区,121.446236546079,31.2674430756374,-2846730.0535879503,4655240.793633013
407,谈家桥八十弄居委会,2,0.0,0.0,共和新路街道,静安区,121.448308589469,31.2620583381218,-2847060.0632498767,4655402.180831489
408,豪世盛地园居委会,3,0.0,0.0,七宝镇,闵行区,121.339289444452,31.1521117807341,-2841481.912094691,4666205.564526988
409,贝港第二居委会,2,0.0,1.0,南桥镇,奉贤区,121.442863429203,30.9154054886724,-2856970.1467011254,4672604.398539576
410,财大居委会,3,,0.0,五角场街道,杨浦区,121.500949057353,31.3088913124841,-2849927.0444632084,4650485.345097982
411,赵巷居委会,2,1.0,1.0,赵巷镇,青浦区,121.193317537874,31.1536998431732,-2829537.480277408,4673351.711994005
412,车站村村委会,2,0.0,1.0,大团镇,浦东新区,121.755895752586,30.9735519658506,-2880711.2624867484,4654107.192346165
413,运一居委会,3,,1.0,曲阳路街道,虹口区,121.491569907225,31.2942393571606,-2849606.625037039,4651671.511367471
414,通河七村一居委会,3,0.0,1.0,张庙街道,宝山区,121.448384208064,31.331089917066,-2844991.8452767916,4652006.516845078
415,通河七村二居委会,3,0.0,0.0,张庙街道,宝山区,121.44855354411,31.3293498925835,-2845057.9319732953,4652083.688509654
416,通河三村一居委会,2,0.0,1.0,张庙街道,宝山区,121.439192054869,31.3354491000959,-2844114.3762747073,4652248.449660265
417,通海居委会,2,0.0,0.0,嘉兴路街道,虹口区,121.490457421572,31.2615670070118,-2850498.740665758,4653330.628553971
418,邬桥居委会,2,0.0,1.0,庄行镇,奉贤区,121.398561654296,30.9629757677175,-2851943.703452622,4672497.57832032
419,邮电新村居委会,3,0.0,0.0,宝山路街道,静安区,121.465277899855,31.2575864502545,-2848573.0303844837,4654778.217994403
420,邮电新村居委会,3,0.0,0.0,欧阳路街道,虹口区,121.490945944999,31.27348883734,-2850180.037510859,4652721.295283872
421,邵厂居委会,3,1.0,1.0,四团镇,奉贤区,121.752964896213,30.9123212034608,-2882310.1271695793,4657222.662952519
422,重华居委会,3,,0.0,南京西路街道,静安区,121.452285657756,31.2288984960687,-2848378.2779033734,4656831.403391743
423,金丰城第一居委会,3,0.0,0.0,华漕镇,闵行区,121.279012618137,31.2103700256562,-2834835.000269955,4666334.140950837
424,金台路第二居委会,2,0.0,0.0,金杨新村街道,浦东新区,121.581776072308,31.2500332782132,-2858259.1384976446,4649346.80544337
425,金园社区居委会,3,0.0,0.0,江桥镇,嘉定区,121.313110526829,31.2443865457025,-2836595.3356647906,4662975.7598517705
426,金坛居委会,3,0.0,0.0,小东门街道,黄浦区,121.492895870348,31.2195480585961,-2851958.9848150597,4655269.616146572
427,金枫居委会,3,0.0,1.0,唐镇,浦东新区,121.676202447285,31.2428440348243,-2866134.7357910094,4644981.812122975
428,金汇花园居委会,3,,0.0,虹桥镇,闵行区,121.369541445581,31.1830715824875,-2843020.4853514945,4663187.7858241685
429,金沙新村居委会,4,0.0,0.0,长风新村街道,普陀区,121.410684980427,31.2323001799094,-2844894.433184529,4658731.401908389
430,金沙滩居委会,2,0.0,0.0,岳阳街道,松江区,121.23366449552,31.0025217082103,-2837314.1420461065,4678756.2232853975
